Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating,Critic_Score
PS2,2002,Action,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46,SCEA,M,80
DS,2009,Misc,Warner Bros. Interactive Entertainment,0.32,0.09,0,0.04,0.45,Backbone Entertainment,E,80
X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03,0.45,EA Canada,E,80
PSP,2007,Strategy,THQ,0.04,0.26,0,0.14,0.44,"Team 17, Two Tribes",E10+,80
DS,2008,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,Firaxis Games,E10+,80
PS2,2005,Shooter,Electronic Arts,0.37,0.01,0,0.06,0.44,Digital Illusions,T,80
PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,Tri-Crescendo,T,80
XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0,0.04,0.43,Gearbox Software,M,80
PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,Microsoft Game Studios,E,80
PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42,EA Canada,E,80
PS3,2013,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,4A Games,,80
PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,Konami,T,80
XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0,0.04,0.41,Traveller's Tales,E10+,80
XB,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,Rainbow Studios,E,80
X360,2012,Shooter,Take-Two Interactive,0.24,0.11,0,0.03,0.39,Digital Extremes,M,80
WiiU,2012,Action,Activision,0.22,0.12,0,0.03,0.37,Vicarious Visions,E10+,80
PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.03,0.37,Visual Concepts,E,80
X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,Crystal Dynamics,T,80
PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,TOSE,T,80
X360,2013,Action,Deep Silver,0.17,0.15,0,0.03,0.35,4A Games,,80
PC,2013,Strategy,THQ,0.06,0.25,0,0.04,0.34,Relic,M,80
Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,Atlus,T,80
DS,2009,Puzzle,PopCap Games,0.3,0.01,0,0.02,0.33,PopCap,E,80
PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,Capcom,T,80
PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,Spike Chunsoft,M,80
3DS,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32,Sega,E10+,80
XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0,0.01,0.32,Sega AM2,T,80
PSV,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,Capcom,T,80
PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,Nippon Ichi Software,T,80
PC,2011,Shooter,Wargaming.net,0,0.23,0,0.05,0.29,Wargaming.net,T,80
XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0,0.01,0.29,Indie Built,E,80
XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28,EA Canada,E,80
DS,2009,Role-Playing,Atlus,0.13,0,0.14,0.01,0.28,Atlus,M,80
GC,2003,Role-Playing,Nintendo,0.21,0.05,0,0.01,0.27,Monolith Soft,T,80
3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,Atlus,T,80
PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,SCE Japan Studio,E10+,80
X360,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26,Ubisoft Montpellier,T,80
XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25,Indie Built,E,80
PS3,2009,Shooter,Vivendi Games,0.12,0.09,0,0.04,0.25,Starbreeze,M,80
XOne,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24,RedLynx,E10+,80
PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24,989 Sports,E,80
PSP,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,0.24,Game Arts,T,80
PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.24,Creative Assembly,T,80
X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,Konami,E,80
DS,2006,Strategy,THQ,0.18,0.02,0,0.02,0.22,Backbone Entertainment,E10+,80
PC,N/A,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0,0.03,0.22,Traveller's Tales,E10+,80
DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,Capcom,T,80
PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22,TT Games,E10+,80
PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,Techland,M,80
PSP,2010,Sports,Sony Computer Entertainment,0.07,0,0.13,0.01,0.21,Clap Hanz,E,80
Wii,2009,Platform,Majesco Entertainment,0.18,0.01,0,0.01,0.21,WayForward,E,80
XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21,EA Sports,E,80
PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,Team Fusion,E,80
WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,Capcom,M,80
PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,Falcom,T,80
DC,2001,Role-Playing,Sega,0,0,0.19,0,0.19,Sonic Team,T,80
PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,Ubisoft Reflections,T,80
PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0,0.02,0.17,BioWare,T,80
GC,2005,Sports,Electronic Arts,0.13,0.03,0,0,0.17,EA Canada,E,80
DS,2010,Role-Playing,Square Enix,0.11,0,0.03,0.01,0.15,Neverland,E10+,80
PSP,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,Falcom,T,80
GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0,0.15,Netherock Ltd.,T,80
PC,2012,Racing,Codemasters,0.01,0.11,0,0.02,0.15,Codemasters,E,80
GC,2002,Sports,Midway Games,0.11,0.03,0,0,0.15,Gratuitous Games,E,80
PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,Arc System Works,T,80
PS4,2016,Platform,Activision,0.04,0.08,0,0.02,0.14,Toys for Bob,E10+,80
X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,"Climax Group, Climax Studios",E,80
GBA,2002,Sports,Sega,0.1,0.04,0,0,0.13,Smilebit,E,80
DS,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.13,"Venan Entertainment, Cashmere Prod.",E,80
PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,Bluepoint Games,T,80
PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13,Blue Castle Games,E10+,80
XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13,Atomic Planet Entertainment,E,80
XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13,From Software,T,80
Wii,2007,Shooter,Vivendi Games,0.11,0,0,0.01,0.12,Kuju Entertainment,E,80
PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,Konami,E,80
X360,2007,Racing,Empire Interactive,0.07,0.02,0,0.01,0.11,Bugbear,T,80
XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,Capcom,T,80
XB,2002,Sports,Activision,0.08,0.02,0,0,0.1,Treyarch,E,80
PS3,2011,Fighting,Capcom,0,0.04,0.04,0.01,0.09,Capcom,T,80
PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0,0.02,0.09,Rockstar Leeds,E,80
PS2,2002,Racing,Play It,0.04,0.03,0,0.01,0.09,Takara,E,80
DS,2008,Strategy,THQ,0.08,0,0,0.01,0.09,5TH Cell,E,80
XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0,0,0.09,Secret Level,E,80
GBA,2003,Misc,Telegames,0.06,0.02,0,0,0.08,Cosmigo,E,80
PC,2012,Sports,Konami Digital Entertainment,0,0.07,0,0.01,0.08,Konami,E,80
PC,2011,Strategy,THQ,0,0.06,0,0.02,0.08,Relic,M,80
PS,1999,Action,Titus,0.04,0.03,0,0.01,0.08,Polygon Magic,T,80
GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0,0,0.08,Marvelous,T,80
PC,2008,Action,Eidos Interactive,0,0.06,0,0.01,0.08,Nixxes Software,T,80
GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,Acclaim,E,80
GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07,Harmonix Music Systems,E10+,80
PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0,0.07,Daedalic Entertainment,,80
XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07,Harmonix Music Systems,E10+,80
PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,Codemasters,E,80
PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01,0.06,Traveller's Tales,E10+,80
PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06,GSC Game World,M,80
GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0,0.06,Revolution Software,T,80
GC,2002,Sports,Activision,0.05,0.01,0,0,0.06,Treyarch,E,80
XB,2002,Sports,Sega,0.04,0.01,0,0,0.05,Black Box,E,80
XB,2003,Sports,Activision,0.04,0.01,0,0,0.05,Shaba Games,E,80
GBA,2003,Racing,Activision,0.03,0.01,0,0,0.05,Mass Media,E,80
X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,Sumo Digital,E,80
PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,Koei Tecmo Games,T,80
XB,2003,Racing,Codemasters,0.03,0.01,0,0,0.04,Codemasters,T,80
PC,2003,Strategy,Gathering of Developers,0,0.03,0,0,0.04,PopTop Software,E,80
PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03,RedLynx,E10+,80
PS4,2016,Action,Introversion Software,0.01,0.01,0,0.01,0.03,"Introversion, Double Eleven",M,80
PC,2009,Strategy,505 Games,0.01,0.02,0,0,0.03,Best Way,M,80
PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03,Iron Galaxy Studios,T,80
PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03,EA DICE,T,80
PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03,Gas Powered Games,M,80
GBA,2002,Racing,Codemasters,0.02,0.01,0,0,0.02,Spellbound,E,80
PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0,0.02,Microids,T,80
PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01,Stormregion,T,80
XOne,2016,Action,Nordic Games,0.01,0,0,0,0.01,Nordic Games Publishing,M,80
PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01,Terminal Reality,T,80
PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01,Starbreeze,M,80
PC,2009,Action,Nobilis,0,0.01,0,0,0.01,"Frozenbyte, Inc.",E10+,80
PC,2014,Action,Konami Digital Entertainment,0,0.01,0,0,0.01,Kojima Productions,M,80
X360,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,Ubisoft Montreal,M,81
PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,Capcom,T,81
XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,Sledgehammer Games,M,81
PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,Ubisoft Montreal,M,81
WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,Nintendo,E10+,81
Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,EA Canada,E,81
PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,EA Canada,E,81
PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,Polyphony Digital,E,81
DS,2006,Misc,Nintendo,0.9,1,1.03,0.17,3.11,Indies Zero,E,81
X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,Volition Inc.,M,81
X360,2012,Sports,Electronic Arts,2.53,0.15,0,0.17,2.86,EA Tiburon,E,81
Wii,2011,Action,Activision,1.35,1.13,0,0.3,2.78,Toys for Bob,E10+,81
DS,2006,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,Artoon,E,81
PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43,Maxis,T,81
X360,2008,Racing,Take-Two Interactive,1.68,0.45,0.01,0.21,2.35,Rockstar San Diego,T,81
GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,HAL Labs,E,81
PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,2.19,EA Sports,E,81
X360,2006,Action,THQ,1.17,0.77,0.02,0.22,2.18,Volition Inc.,M,81
PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,SquareSoft,M,81
XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.19,2.02,EA DICE,M,81
PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,Clap Hanz,E10+,81
PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,Midway,M,81
PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,EA Canada,E,81
X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,Volition Inc.,M,81
PC,N/A,Shooter,Activision,0.58,0.81,0,0.23,1.63,Treyarch,M,81
X360,2011,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,id Software,M,81
X360,2010,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,Avalanche Studios,M,81
GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,Camelot Software Planning,E,81
XB,2002,Shooter,Electronic Arts,1,0.43,0,0.06,1.49,EA LA,T,81
DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0,0.11,1.46,5TH Cell,E10+,81
Wii,2008,Sports,Electronic Arts,0.8,0.47,0,0.14,1.42,EA Tiburon,E,81
X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0,0.11,1.38,NetherRealm Studios,T,81
PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0,0.18,1.38,"Z-Axis, Ltd.",T,81
DS,2007,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,"Square Enix, Think and Feel",E10+,81
PC,2013,Shooter,Electronic Arts,0.39,0.87,0,0.1,1.35,EA DICE,M,81
PS3,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,Ubisoft Montreal,M,81
PS3,2011,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,id Software,M,81
PS2,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,Insomniac Games,T,81
PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0,0.19,1.19,Traveller's Tales,E10+,81
WiiU,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,Nintendo EAD Tokyo,E,81
PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,Yuke's,T,81
GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,Nintendo,E,81
PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,SquareSoft,E,81
PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,Clap Hanz,E,81
XOne,2014,Shooter,Microsoft Game Studios,0.63,0.4,0,0.1,1.14,Insomniac Games,M,81
DS,2011,Strategy,Mastertronic,0.9,0.12,0,0.08,1.1,TOSE,E10+,81
PS2,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06,Page 44 Studios,E,81
PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05,Zipper Interactive,T,81
PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,EA Sports,E,81
PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,Codemasters,E,81
X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,"Team Ninja, Tecmo",M,81
X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,Ubisoft Montreal,T,81
PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,EA Tiburon,E,81
XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,EA Canada,E,81
XB,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96,Midway,M,81
3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,Nintendo,E10+,81
3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,HAL Labs,E,81
DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,Capcom,T,81
PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,EA Canada,E,81
PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,Sony Bend,M,81
XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87,Red Storm Entertainment,M,81
PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,KCET,E,81
X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85,Visual Concepts,E,81
PS3,2012,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,Big Huge Games,M,81
PS2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,Raven Software,T,81
PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,Tri-Ace,T,81
PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,EA Tiburon,E,81
PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78,"Kush Games, Visual Concepts",E,81
Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,PlatinumGames,M,81
X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,Rare Ltd.,M,81
PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77,Acclaim Studios Austin,E,81
XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,Midway,M,81
3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.03,0.75,Level 5,E10+,81
X360,2006,Sports,Take-Two Interactive,0.28,0.38,0,0.08,0.75,Rockstar San Diego,E,81
PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,Project Soul,T,81
PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,Capcom,T,81
PS3,2010,Racing,Activision,0.22,0.36,0.02,0.12,0.72,Bizarre Creations,E10+,81
X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7,EA Sports,E,81
PS3,2009,Simulation,505 Games,0.34,0.25,0,0.1,0.68,Gaijin Entertainment,T,81
X360,2013,Action,505 Games,0.35,0.27,0,0.06,0.67,Engine Software,T,81
XB,2004,Sports,Electronic Arts,0.49,0.15,0,0.02,0.66,EA Tiburon,E,81
PC,2010,Strategy,Sega,0.02,0.53,0,0.12,0.66,Creative Assembly,T,81
GC,2003,Simulation,Electronic Arts,0.43,0.2,0,0.03,0.66,Maxis,T,81
PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,Capcom,M,81
X360,2006,Action,LucasArts,0.55,0.03,0,0.05,0.63,Traveller's Tales,E10+,81
DS,2008,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,Intelligent Systems,E10+,81
PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61,Namco,T,81
PS2,2001,Racing,Infogrames,0.29,0.23,0,0.08,0.6,Monster Games Inc.,E,81
Wii,2009,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,Vanillaware,T,81
PS2,2004,Platform,Capcom,0.29,0.22,0,0.08,0.59,Atomic Planet Entertainment,E,81
GBA,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,TOSE,E,81
PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58,EA Tiburon,E,81
PC,2009,Simulation,Electronic Arts,0.02,0.18,0,0.38,0.57,The Sims Studio,T,81
XB,2003,Simulation,Electronic Arts,0.4,0.14,0,0.02,0.56,Maxis,T,81
PS2,2001,Fighting,Electronic Arts,0.28,0.21,0,0.07,0.56,Black Ops Entertainment,T,81
XB,2005,Sports,Take-Two Interactive,0.52,0.02,0,0.02,0.56,Kush Games,E,81
XOne,2015,Misc,Activision,0.3,0.2,0,0.05,0.55,FreeStyleGames,T,81
PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55,Visual Concepts,E,81
PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,EA Canada,E,81
X360,2013,Sports,Electronic Arts,0.4,0.09,0,0.05,0.54,Electronic Arts,E10+,81
PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53,Namco,T,81
GC,2004,Role-Playing,Activision,0.41,0.11,0,0.01,0.53,Raven Software,T,81
GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,Camelot Software Planning,E,81
PS2,2003,Shooter,Electronic Arts,0.25,0.2,0,0.07,0.52,Io Interactive,T,81
PS,2001,Sports,Electronic Arts,0.29,0.19,0,0.03,0.52,EA Canada,E,81
X360,2006,Fighting,THQ,0.44,0.03,0,0.04,0.5,Yuke's,T,81
PS3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5,EA Redwood Shores,E,81
PS2,2002,Simulation,Activision,0.24,0.19,0,0.06,0.5,LucasArts,T,81
Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.49,EA Canada,E,81
X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,Neversoft Entertainment,T,81
PS4,2016,Shooter,Electronic Arts,0.2,0.21,0,0.08,0.49,PopCap,E10+,81
3DS,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,Silicon Studio,T,81
PS2,2003,Simulation,LucasArts,0.24,0.18,0,0.06,0.48,Totally Games,T,81
XB,2005,Sports,Electronic Arts,0.35,0.11,0,0.02,0.48,EA Sports,E,81
3DS,2012,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,"Nintendo, Headstrong Games",E,81
PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0,0.03,0.45,MachineGames,M,81
XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,Rainbow Studios,E,81
PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.08,0.43,SCEA San Diego Studios,E,81
PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,Free Radical Design,T,81
GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,Inti,E,81
PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,2K Sports,E10+,81
GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42,Atomic Planet Entertainment,E,81
X360,2005,Action,Sega,0.36,0.02,0,0.03,0.41,Monolith Productions,M,81
PS3,2013,Action,505 Games,0.07,0.2,0.09,0.05,0.41,Engine Software,T,81
WiiU,2012,Shooter,Activision,0.2,0.18,0,0.03,0.41,Treyarch,M,81
GC,2002,Fighting,Midway Games,0.31,0.08,0,0.01,0.41,Midway,M,81
PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4,989 Sports,E,81
PSP,2005,Fighting,THQ,0.36,0,0,0.03,0.4,Yuke's,T,81
PC,2005,Strategy,Microsoft Game Studios,0,0.33,0,0.05,0.38,Ensemble Studios,T,81
PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,Monolith Soft,T,81
PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37,Vicarious Visions,T,81
PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.36,Firaxis Games,E10+,81
XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,Day 1 Studios,T,81
DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,ITL,T,81
DS,2007,Strategy,THQ,0.07,0.24,0,0.04,0.35,"Team 17, Two Tribes",E10+,81
PC,2015,Simulation,Sega,0,0.33,0,0.02,0.35,Sega,E,81
GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35,EA Tiburon,E,81
PS2,2003,Shooter,Vivendi Games,0.17,0.13,0,0.04,0.35,Mass Media,T,81
PS4,2016,Action,Ubisoft,0.03,0.26,0,0.05,0.35,Nadeo,E,81
PSV,2014,Misc,Sega,0.08,0.05,0.16,0.04,0.32,Sega,T,81
XB,2004,Strategy,Deep Silver,0.24,0.07,0,0.01,0.32,Phantagram,M,81
PS4,2015,Action,Activision,0.17,0.08,0,0.05,0.31,Vicarious Visions,E10+,81
XB,N/A,Shooter,Activision,0.23,0.07,0,0.01,0.31,Vicarious Visions,T,81
GBA,2002,Action,Ubisoft,0.22,0.08,0,0.01,0.31,Capcom,E,81
PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0,0.03,0.3,Big Huge Games,M,81
XOne,2016,Fighting,Namco Bandai Games,0.21,0.07,0,0.03,0.3,CyberConnect2,T,81
PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,RED Entertainment,T,81
PS2,2002,Racing,Codemasters,0.13,0.1,0,0.03,0.27,Codemasters,T,81
PSP,2007,Action,Take-Two Interactive,0.23,0.01,0,0.02,0.27,"Rockstar Toronto, Rockstar Leeds",M,81
PC,2004,Strategy,Atari,0.01,0.22,0,0.04,0.27,Frontier Developments,E,81
PS4,2015,Platform,Sony Computer Entertainment,0.09,0.13,0,0.04,0.26,Media Molecule,E,81
XOne,2015,Racing,Slightly Mad Studios,0.11,0.13,0,0.02,0.26,Slightly Mad Studios,E,81
GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,Hudson,E,81
GC,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25,Aki Corp.,T,81
GC,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24,Ubisoft Montpellier,T,81
XB,2003,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24,EA Sports,E,81
PC,2010,Shooter,THQ,0,0.19,0,0.05,0.24,4A Games,M,81
PSV,2012,Misc,Sega,0,0,0.23,0,0.23,Sega,T,81
X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,Visual Concepts,E,81
PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,Q Entertainment,E10+,81
PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,Ion Storm,M,81
Wii,2011,Misc,THQ,0.19,0,0,0.01,0.21,"Jellyvision, Iron Galaxy Studios",T,81
PC,2015,Sports,Electronic Arts,0.06,0.13,0,0.01,0.2,EA Sports,E,81
GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,0.19,Capcom,E,81
Wii,2009,Simulation,Ubisoft,0.12,0.06,0,0.02,0.19,Keen Games,E10+,81
XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19,EA Redwood Shores,E,81
PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0,0.03,0.18,Gearbox Software,M,81
GC,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18,EA Sports,E,81
